region,county,market,category,commodity,unit,priceflag,pricetype,price
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2840.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1604.44
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5712.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,75.27
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8094.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,35.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2990.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,83.67
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,6306.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,36.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2148.15
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,79.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,48.16
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,47.75
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,33.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3168.75
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1781.94
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3668.75
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,42.5
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,226.25
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,68.62
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6458.75
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,57.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,35.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2125.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,84.76
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7660.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,29.58
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,66.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,31.53
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3007.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1599.99
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4488.75
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,83.21
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8481.25
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,39.3
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3000.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,81.5
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,6500.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,36.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2370.55
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,80.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,44.7
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,33.04
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3105.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2011.1
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3800.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,230.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,67.07
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6660.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,56.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,35.1
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2155.55
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,85.2
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,8000.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,31.71
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,72.61
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,70.1
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,33.75
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2019.44
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4950.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,91.2
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,9000.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,39.97
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3095.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,78.98
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,6290.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,37.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2611.11
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,81.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,46.67
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,48.75
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,35.87
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3100.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2206.11
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3981.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,202.25
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,68.89
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6824.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,56.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,35.09
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3733.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2383.33
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,84.88
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7829.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,34.73
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,72.29
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,75.02
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,35.73
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3110.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2073.88
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5871.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,94.22
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8529.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,42.95
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3288.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,72.69
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5191.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,38.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2361.11
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,81.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,51.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,46.88
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,35.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3344.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1864.44
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4013.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,43.63
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,200.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,66.84
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6450.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,57.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,37.89
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3929.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2170.55
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3714.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,87.88
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7657.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,34.72
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,63.31
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,81.83
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,36.4
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3100.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1423.88
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6750.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,85.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,39.5
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3115.71
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,68.45
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5035.71
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,39.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2055.55
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,77.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,49.6
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,28.39
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3384.29
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1726.97
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4185.71
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,43.0
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,104.67
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,84.12
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,115.86
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,190.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,48.81
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,4734.29
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,59.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,40.01
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3657.14
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1968.26
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,90.09
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7188.57
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,32.07
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,63.71
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,77.1
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,36.39
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3278.57
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1209.52
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6042.86
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,69.71
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,35.75
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2840.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,60.29
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5103.75
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,36.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1902.77
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,75.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,53.6
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,44.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,25.94
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2962.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1545.13
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3960.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,42.0
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,102.98
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,83.05
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,116.62
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,160.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,52.14
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5356.25
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,61.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,40.04
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3306.25
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1756.93
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3312.5
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,90.08
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6858.33
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,80.78
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,30.25
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3080.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1240.96
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5782.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,69.34
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,6930.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,30.23
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2348.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,60.7
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5224.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,34.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2125.0
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,72.5
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,49.1
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,47.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,29.29
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2696.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1553.33
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3912.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.75
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,177.5
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,55.19
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5552.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,63.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,40.09
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3208.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1666.66
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3392.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,90.2
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6800.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,26.08
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,66.64
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,71.55
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,26.72
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2904.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1408.88
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5850.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,76.93
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,6750.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,27.08
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2300.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,62.62
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5219.44
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,32.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2333.32
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4200.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,72.5
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,51.2
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,26.12
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2402.22
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1663.88
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3626.67
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,48.85
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,221.75
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,55.07
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5600.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,66.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,38.11
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3028.57
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1711.64
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,84.29
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6780.95
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,24.94
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,60.1
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,75.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,24.75
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2487.11
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1329.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5756.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,73.03
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,7300.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,25.33
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2220.83
